period,respondent,respondent-name,type,type-name,value,value-units
2024-12-24T06,LGEE,LG&E and KU Services Company as agent for Louisville Gas and Electric Company and Kentucky Utilities Company,NG,Net generation,3401,megawatthours
2024-12-24T06,MIDA,Mid-Atlantic,D,Demand,84962,megawatthours
2024-12-24T06,MIDW,Midwest,D,Demand,79131,megawatthours
2024-12-24T06,MIDW,Midwest,DF,Day-ahead demand forecast,5874,megawatthours
2024-12-24T06,MIDW,Midwest,NG,Net generation,6730,megawatthours
2024-12-24T06,MIDW,Midwest,TI,Total interchange,1083,megawatthours
2024-12-24T06,MISO,"Midcontinent Independent System Operator, Inc.",D,Demand,73156,megawatthours
2024-12-24T06,NE,New England,D,Demand,14155,megawatthours
2024-12-24T06,NEVP,Nevada Power Company,D,Demand,4072,megawatthours
2024-12-24T06,NEVP,Nevada Power Company,DF,Day-ahead demand forecast,3918,megawatthours
2024-12-24T06,NEVP,Nevada Power Company,NG,Net generation,6486,megawatthours
2024-12-24T06,NW,Northwest,D,Demand,42277,megawatthours
2024-12-24T06,NW,Northwest,DF,Day-ahead demand forecast,41787,megawatthours
2024-12-24T06,NW,Northwest,NG,Net generation,46670,megawatthours
2024-12-24T06,NW,Northwest,TI,Total interchange,492,megawatthours
2024-12-24T06,NWMT,NorthWestern Corporation,D,Demand,1364,megawatthours
2024-12-24T06,NWMT,NorthWestern Corporation,DF,Day-ahead demand forecast,1401,megawatthours
2024-12-24T06,NWMT,NorthWestern Corporation,NG,Net generation,2807,megawatthours
2024-12-24T06,NY,New York,D,Demand,17929,megawatthours
2024-12-24T06,NYIS,New York Independent System Operator,D,Demand,17929,megawatthours
2024-12-24T06,PACE,PacifiCorp East,D,Demand,6087,megawatthours
2024-12-24T06,PACE,PacifiCorp East,DF,Day-ahead demand forecast,6091,megawatthours
2024-12-24T06,PACE,PacifiCorp East,NG,Net generation,6997,megawatthours
2024-12-24T06,PACW,PacifiCorp West,D,Demand,2502,megawatthours
2024-12-24T06,PACW,PacifiCorp West,DF,Day-ahead demand forecast,2871,megawatthours
2024-12-24T06,PACW,PacifiCorp West,NG,Net generation,636,megawatthours
2024-12-24T06,PGE,Portland General Electric Company,D,Demand,2854,megawatthours
2024-12-24T06,PGE,Portland General Electric Company,DF,Day-ahead demand forecast,2857,megawatthours
2024-12-24T06,PGE,Portland General Electric Company,NG,Net generation,1030,megawatthours
2024-12-24T06,PJM,"PJM Interconnection, LLC",D,Demand,84962,megawatthours
2024-12-24T06,PNM,Public Service Company of New Mexico,D,Demand,1711,megawatthours
2024-12-24T06,PNM,Public Service Company of New Mexico,DF,Day-ahead demand forecast,1626,megawatthours
2024-12-24T06,PNM,Public Service Company of New Mexico,NG,Net generation,1933,megawatthours
2024-12-24T06,PSCO,Public Service Company of Colorado,D,Demand,4878,megawatthours
2024-12-24T06,PSCO,Public Service Company of Colorado,DF,Day-ahead demand forecast,4925,megawatthours
2024-12-24T06,PSCO,Public Service Company of Colorado,NG,Net generation,4752,megawatthours
2024-12-24T06,PSEI,"Puget Sound Energy, Inc.",D,Demand,3175,megawatthours
2024-12-24T06,PSEI,"Puget Sound Energy, Inc.",DF,Day-ahead demand forecast,2741,megawatthours
2024-12-24T06,PSEI,"Puget Sound Energy, Inc.",NG,Net generation,1219,megawatthours
2024-12-24T06,SC,South Carolina Public Service Authority,D,Demand,3237,megawatthours
2024-12-24T06,SCEG,"Dominion Energy South Carolina, Inc.",D,Demand,2862,megawatthours
2024-12-24T06,SCL,Seattle City Light,D,Demand,1113,megawatthours
2024-12-24T06,SCL,Seattle City Light,DF,Day-ahead demand forecast,1209,megawatthours
2024-12-24T06,SCL,Seattle City Light,NG,Net generation,442,megawatthours
2024-12-24T06,SE,Southeast,D,Demand,28233,megawatthours
2024-12-24T06,SE,Southeast,DF,Day-ahead demand forecast,29819,megawatthours
2024-12-24T06,SE,Southeast,NG,Net generation,30840,megawatthours
2024-12-24T06,SE,Southeast,TI,Total interchange,-63,megawatthours
2024-12-24T06,SEC,Seminole Electric Cooperative,D,Demand,229,megawatthours
2024-12-24T06,SEC,Seminole Electric Cooperative,DF,Day-ahead demand forecast,182,megawatthours
2024-12-24T06,SEC,Seminole Electric Cooperative,NG,Net generation,1574,megawatthours
2024-12-24T06,SEPA,Southeastern Power Administration,NG,Net generation,0,megawatthours
2024-12-24T06,SEPA,Southeastern Power Administration,TI,Total interchange,-63,megawatthours
2024-12-24T06,SOCO,"Southern Company Services, Inc. - Trans",D,Demand,28233,megawatthours
2024-12-24T06,SOCO,"Southern Company Services, Inc. - Trans",DF,Day-ahead demand forecast,29819,megawatthours
2024-12-24T06,SOCO,"Southern Company Services, Inc. - Trans",NG,Net generation,30840,megawatthours
2024-12-24T06,SPA,Southwestern Power Administration,D,Demand,19,megawatthours
2024-12-24T06,SPA,Southwestern Power Administration,DF,Day-ahead demand forecast,49,megawatthours
2024-12-24T06,SPA,Southwestern Power Administration,NG,Net generation,207,megawatthours
2024-12-24T06,SRP,Salt River Project Agricultural Improvement and Power District,D,Demand,3193,megawatthours
2024-12-24T06,SRP,Salt River Project Agricultural Improvement and Power District,DF,Day-ahead demand forecast,3202,megawatthours
2024-12-24T06,SRP,Salt River Project Agricultural Improvement and Power District,NG,Net generation,5735,megawatthours
2024-12-24T06,SW,Southwest,D,Demand,11273,megawatthours
2024-12-24T06,SW,Southwest,DF,Day-ahead demand forecast,11147,megawatthours
2024-12-24T06,SW,Southwest,NG,Net generation,14444,megawatthours
2024-12-24T06,SW,Southwest,TI,Total interchange,-157,megawatthours
2024-12-24T06,SWPP,Southwest Power Pool,D,Demand,29442,megawatthours
2024-12-24T06,SWPP,Southwest Power Pool,DF,Day-ahead demand forecast,30630,megawatthours
2024-12-24T06,SWPP,Southwest Power Pool,NG,Net generation,29361,megawatthours
2024-12-24T06,SWPP,Southwest Power Pool,TI,Total interchange,-81,megawatthours
2024-12-24T06,TAL,City of Tallahassee,D,Demand,273,megawatthours
2024-12-24T06,TEC,Tampa Electric Company,D,Demand,1794,megawatthours
2024-12-24T06,TEN,Tennessee,D,Demand,19371,megawatthours
2024-12-24T06,TEN,Tennessee,DF,Day-ahead demand forecast,19549,megawatthours
2024-12-24T06,TEN,Tennessee,NG,Net generation,19762,megawatthours
2024-12-24T06,TEN,Tennessee,TI,Total interchange,388,megawatthours
2024-12-24T06,TEPC,Tucson Electric Power,D,Demand,1430,megawatthours
2024-12-24T06,TEPC,Tucson Electric Power,DF,Day-ahead demand forecast,1420,megawatthours
2024-12-24T06,TEPC,Tucson Electric Power,NG,Net generation,1510,megawatthours
2024-12-24T06,TEPC,Tucson Electric Power,TI,Total interchange,80,megawatthours
2024-12-24T06,TEX,Texas,D,Demand,43825,megawatthours
2024-12-24T06,TEX,Texas,DF,Day-ahead demand forecast,43858,megawatthours
2024-12-24T06,TEX,Texas,NG,Net generation,44325,megawatthours
2024-12-24T06,TIDC,Turlock Irrigation District,D,Demand,292,megawatthours
2024-12-24T06,TIDC,Turlock Irrigation District,DF,Day-ahead demand forecast,300,megawatthours
2024-12-24T06,TIDC,Turlock Irrigation District,NG,Net generation,240,megawatthours
2024-12-24T06,TPWR,"City of Tacoma, Department of Public Utilities, Light Division",D,Demand,572,megawatthours
2024-12-24T06,TPWR,"City of Tacoma, Department of Public Utilities, Light Division",DF,Day-ahead demand forecast,601,megawatthours
2024-12-24T06,TPWR,"City of Tacoma, Department of Public Utilities, Light Division",NG,Net generation,567,megawatthours
2024-12-24T06,TPWR,"City of Tacoma, Department of Public Utilities, Light Division",TI,Total interchange,-5,megawatthours
2024-12-24T06,TVA,Tennessee Valley Authority,D,Demand,19371,megawatthours
2024-12-24T06,TVA,Tennessee Valley Authority,DF,Day-ahead demand forecast,19549,megawatthours
2024-12-24T06,TVA,Tennessee Valley Authority,NG,Net generation,19762,megawatthours
2024-12-24T06,TVA,Tennessee Valley Authority,TI,Total interchange,388,megawatthours
2024-12-24T06,US48,United States Lower 48,D,Demand,451651,megawatthours
2024-12-24T06,US48,United States Lower 48,DF,Day-ahead demand forecast,215385,megawatthours
2024-12-24T06,US48,United States Lower 48,NG,Net generation,217041,megawatthours
2024-12-24T06,US48,United States Lower 48,TI,Total interchange,1090,megawatthours
2024-12-24T06,WACM,Western Area Power Administration - Rocky Mountain Region,D,Demand,3757,megawatthours
2024-12-24T06,WACM,Western Area Power Administration - Rocky Mountain Region,DF,Day-ahead demand forecast,3255,megawatthours
2024-12-24T06,WACM,Western Area Power Administration - Rocky Mountain Region,NG,Net generation,3895,megawatthours
2024-12-24T06,WALC,Western Area Power Administration - Desert Southwest Region,D,Demand,593,megawatthours
2024-12-24T06,WALC,Western Area Power Administration - Desert Southwest Region,DF,Day-ahead demand forecast,666,megawatthours
2024-12-24T06,WALC,Western Area Power Administration - Desert Southwest Region,NG,Net generation,808,megawatthours
2024-12-24T06,WAUW,Western Area Power Administration - Upper Great Plains West,D,Demand,88,megawatthours
2024-12-24T06,WAUW,Western Area Power Administration - Upper Great Plains West,DF,Day-ahead demand forecast,107,megawatthours
2024-12-24T06,WAUW,Western Area Power Administration - Upper Great Plains West,NG,Net generation,69,megawatthours
2024-12-24T06,WWA,"NaturEner Wind Watch, LLC",NG,Net generation,109,megawatthours
2024-12-24T06,WWA,"NaturEner Wind Watch, LLC",TI,Total interchange,109,megawatthours
2024-12-24T06,YAD,"Alcoa Power Generating, Inc. - Yadkin Division",NG,Net generation,122,megawatthours
2024-12-24T05,AECI,"Associated Electric Cooperative, Inc.",D,Demand,2372,megawatthours
2024-12-24T05,AECI,"Associated Electric Cooperative, Inc.",DF,Day-ahead demand forecast,2571,megawatthours
2024-12-24T05,AECI,"Associated Electric Cooperative, Inc.",NG,Net generation,3420,megawatthours
2024-12-24T05,AECI,"Associated Electric Cooperative, Inc.",TI,Total interchange,1048,megawatthours
2024-12-24T05,AVA,Avista Corporation,D,Demand,1611,megawatthours
2024-12-24T05,AVA,Avista Corporation,DF,Day-ahead demand forecast,1664,megawatthours
2024-12-24T05,AVA,Avista Corporation,NG,Net generation,722,megawatthours
2024-12-24T05,AVRN,"Avangrid Renewables, LLC",NG,Net generation,509,megawatthours
2024-12-24T05,AZPS,Arizona Public Service Company,D,Demand,3583,megawatthours
2024-12-24T05,AZPS,Arizona Public Service Company,DF,Day-ahead demand forecast,3493,megawatthours
2024-12-24T05,AZPS,Arizona Public Service Company,NG,Net generation,2644,megawatthours
2024-12-24T05,BANC,Balancing Authority of Northern California,D,Demand,1948,megawatthours
2024-12-24T05,BANC,Balancing Authority of Northern California,DF,Day-ahead demand forecast,2020,megawatthours
2024-12-24T05,BANC,Balancing Authority of Northern California,NG,Net generation,1324,megawatthours
2024-12-24T05,BANC,Balancing Authority of Northern California,TI,Total interchange,-624,megawatthours
2024-12-24T05,BPAT,Bonneville Power Administration,D,Demand,7369,megawatthours
2024-12-24T05,BPAT,Bonneville Power Administration,DF,Day-ahead demand forecast,7361,megawatthours
2024-12-24T05,BPAT,Bonneville Power Administration,NG,Net generation,9877,megawatthours
2024-12-24T05,CAL,California,D,Demand,31371,megawatthours
2024-12-24T05,CAL,California,DF,Day-ahead demand forecast,31911,megawatthours
2024-12-24T05,CAL,California,NG,Net generation,21264,megawatthours
2024-12-24T05,CAL,California,TI,Total interchange,-624,megawatthours
2024-12-24T05,CAR,Carolinas,D,Demand,30493,megawatthours
2024-12-24T05,CAR,Carolinas,DF,Day-ahead demand forecast,31876,megawatthours
2024-12-24T05,CAR,Carolinas,NG,Net generation,31886,megawatthours
2024-12-24T05,CAR,Carolinas,TI,Total interchange,120,megawatthours
2024-12-24T05,CENT,Central,D,Demand,30440,megawatthours
2024-12-24T05,CENT,Central,DF,Day-ahead demand forecast,31700,megawatthours
2024-12-24T05,CENT,Central,NG,Net generation,30497,megawatthours
2024-12-24T05,CENT,Central,TI,Total interchange,-142,megawatthours
2024-12-24T05,CHPD,Public Utility District No. 1 of Chelan County,D,Demand,292,megawatthours
2024-12-24T05,CHPD,Public Utility District No. 1 of Chelan County,DF,Day-ahead demand forecast,301,megawatthours
2024-12-24T05,CHPD,Public Utility District No. 1 of Chelan County,NG,Net generation,1225,megawatthours
2024-12-24T05,CISO,California Independent System Operator,D,Demand,26117,megawatthours
2024-12-24T05,CISO,California Independent System Operator,DF,Day-ahead demand forecast,26468,megawatthours
2024-12-24T05,CISO,California Independent System Operator,NG,Net generation,17251,megawatthours
2024-12-24T05,CPLE,Duke Energy Progress East,D,Demand,8799,megawatthours
2024-12-24T05,CPLE,Duke Energy Progress East,DF,Day-ahead demand forecast,9969,megawatthours
2024-12-24T05,CPLE,Duke Energy Progress East,NG,Net generation,8598,megawatthours
2024-12-24T05,CPLW,Duke Energy Progress West,D,Demand,719,megawatthours
2024-12-24T05,CPLW,Duke Energy Progress West,DF,Day-ahead demand forecast,675,megawatthours
2024-12-24T05,CPLW,Duke Energy Progress West,NG,Net generation,537,megawatthours
2024-12-24T05,DEAA,"Arlington Valley, LLC",NG,Net generation,500,megawatthours
2024-12-24T05,DOPD,PUD No. 1 of Douglas County,D,Demand,304,megawatthours
2024-12-24T05,DOPD,PUD No. 1 of Douglas County,DF,Day-ahead demand forecast,292,megawatthours
2024-12-24T05,DOPD,PUD No. 1 of Douglas County,NG,Net generation,478,megawatthours
2024-12-24T05,DOPD,PUD No. 1 of Douglas County,TI,Total interchange,174,megawatthours
2024-12-24T05,DUK,Duke Energy Carolinas,D,Demand,14584,megawatthours
2024-12-24T05,DUK,Duke Energy Carolinas,DF,Day-ahead demand forecast,14495,megawatthours
2024-12-24T05,DUK,Duke Energy Carolinas,NG,Net generation,16456,megawatthours
2024-12-24T05,EPE,El Paso Electric Company,D,Demand,948,megawatthours
2024-12-24T05,EPE,El Paso Electric Company,DF,Day-ahead demand forecast,989,megawatthours
2024-12-24T05,EPE,El Paso Electric Company,NG,Net generation,668,megawatthours
2024-12-24T05,EPE,El Paso Electric Company,TI,Total interchange,-280,megawatthours
2024-12-24T05,ERCO,"Electric Reliability Council of Texas, Inc.",D,Demand,45374,megawatthours
2024-12-24T05,ERCO,"Electric Reliability Council of Texas, Inc.",DF,Day-ahead demand forecast,45887,megawatthours
2024-12-24T05,ERCO,"Electric Reliability Council of Texas, Inc.",NG,Net generation,45955,megawatthours
2024-12-24T05,FLA,Florida,D,Demand,22763,megawatthours
2024-12-24T05,FLA,Florida,DF,Day-ahead demand forecast,20937,megawatthours
2024-12-24T05,FLA,Florida,NG,Net generation,22300,megawatthours
2024-12-24T05,FLA,Florida,TI,Total interchange,1285,megawatthours
2024-12-24T05,FMPP,Florida Municipal Power Pool,D,Demand,1626,megawatthours
2024-12-24T05,FMPP,Florida Municipal Power Pool,DF,Day-ahead demand forecast,1567,megawatthours
2024-12-24T05,FMPP,Florida Municipal Power Pool,NG,Net generation,1541,megawatthours
2024-12-24T05,FMPP,Florida Municipal Power Pool,TI,Total interchange,-85,megawatthours
2024-12-24T05,FPC,"Duke Energy Florida, Inc.",D,Demand,4889,megawatthours
2024-12-24T05,FPC,"Duke Energy Florida, Inc.",DF,Day-ahead demand forecast,3628,megawatthours
2024-12-24T05,FPC,"Duke Energy Florida, Inc.",NG,Net generation,3906,megawatthours
2024-12-24T05,FPL,Florida Power & Light Co.,D,Demand,12168,megawatthours
2024-12-24T05,FPL,Florida Power & Light Co.,DF,Day-ahead demand forecast,11775,megawatthours
2024-12-24T05,FPL,Florida Power & Light Co.,NG,Net generation,11774,megawatthours
2024-12-24T05,GCPD,"Public Utility District No. 2 of Grant County, Washington",D,Demand,707,megawatthours
2024-12-24T05,GCPD,"Public Utility District No. 2 of Grant County, Washington",DF,Day-ahead demand forecast,730,megawatthours
2024-12-24T05,GCPD,"Public Utility District No. 2 of Grant County, Washington",NG,Net generation,1192,megawatthours
2024-12-24T05,GCPD,"Public Utility District No. 2 of Grant County, Washington",TI,Total interchange,488,megawatthours
2024-12-24T05,GRID,"Gridforce Energy Management, LLC",NG,Net generation,2983,megawatthours
2024-12-24T05,GVL,Gainesville Regional Utilities,D,Demand,186,megawatthours
2024-12-24T05,GVL,Gainesville Regional Utilities,DF,Day-ahead demand forecast,165,megawatthours
2024-12-24T05,GVL,Gainesville Regional Utilities,NG,Net generation,186,megawatthours
2024-12-24T05,GVL,Gainesville Regional Utilities,TI,Total interchange,0,megawatthours
2024-12-24T05,GWA,"NaturEner Power Watch, LLC",NG,Net generation,77,megawatthours
2024-12-24T05,GWA,"NaturEner Power Watch, LLC",TI,Total interchange,77,megawatthours
2024-12-24T05,HGMA,"New Harquahala Generating Company, LLC",NG,Net generation,651,megawatthours
2024-12-24T05,HST,City of Homestead,D,Demand,53,megawatthours
2024-12-24T05,HST,City of Homestead,DF,Day-ahead demand forecast,51,megawatthours
2024-12-24T05,HST,City of Homestead,NG,Net generation,0,megawatthours
2024-12-24T05,IID,Imperial Irrigation District,D,Demand,315,megawatthours
2024-12-24T05,IID,Imperial Irrigation District,DF,Day-ahead demand forecast,340,megawatthours
